Trip_ID,Route_ID,Bus_Stop_ID,Scheduled_Arrival,Actual_Arrival,Delay_Minutes,Passenger_Count,Day_of_Week,Weather_Condition,Latitude,Longitude,Bus_Type
TRIP00453,LAG-101,Ojuelegba,2024-01-01 18:50:00,2024-01-01 18:50:00,0,56,Thursday,Cloudy,6.553844,3.464065,Articulated
TRIP00454,LAG-202,CMS,2024-01-02 02:44:00,2024-01-02 02:44:00,0,30,Monday,Rainy,6.507035,3.355067,Standard
TRIP00455,LAG-202,Lekki,2024-01-02 03:00:00,2024-01-02 03:00:00,0,27,Sunday,Foggy,6.468607,3.431698,Articulated
TRIP00456,LAG-101,CMS,2024-01-01 12:50:00,2024-01-01 12:55:00,5,37,Tuesday,Cloudy,6.604711,3.488629,Mini
TRIP00457,LAG-101,Ojuelegba,2024-01-02 04:21:00,2024-01-02 04:23:00,2,67,Wednesday,Sunny,6.567489,3.350117,Standard
TRIP00458,LAG-201,CMS,2024-01-01 12:04:00,2024-01-01 12:04:00,0,23,Friday,Rainy,6.576965,3.395252,Articulated
TRIP00459,LAG-202,Ojuelegba,2024-01-01 15:12:00,2024-01-01 15:12:00,0,21,Tuesday,Rainy,6.493391,3.386867,Articulated
TRIP00460,LAG-202,VI,2024-01-01 18:06:00,2024-01-01 18:06:00,0,45,Sunday,Rainy,6.434234,3.471388,Articulated
TRIP00461,LAG-101,VI,2024-01-01 06:49:00,2024-01-01 06:49:00,0,11,Monday,Cloudy,6.594619,3.37408,Standard
TRIP00462,LAG-101,VI,2024-01-02 01:39:00,2024-01-02 01:39:00,0,42,Sunday,Cloudy,6.582728,3.473129,Mini
TRIP00463,LAG-101,Berger,2024-01-01 20:22:00,2024-01-01 20:22:00,0,37,Thursday,Rainy,6.51452,3.352692,Mini
TRIP00464,LAG-301,Lekki,2024-01-01 19:44:00,2024-01-01 19:44:00,0,60,Tuesday,Cloudy,6.557389,3.414398,Standard
TRIP00465,LAG-301,Berger,2024-01-01 13:24:00,2024-01-01 13:24:00,0,53,Saturday,Sunny,6.457809,3.433738,Standard
TRIP00466,LAG-201,Yaba,2024-01-01 17:58:00,2024-01-01 17:58:00,0,51,Saturday,Rainy,6.561491,3.441682,Articulated
TRIP00467,LAG-202,VI,2024-01-01 17:18:00,2024-01-01 17:38:00,20,25,Monday,Sunny,6.473221,3.484063,Standard
TRIP00468,LAG-201,Ajah,2024-01-01 17:17:00,2024-01-01 17:17:00,0,26,Sunday,Foggy,6.477591,3.459098,Standard
TRIP00469,LAG-102,Ojuelegba,2024-01-01 11:23:00,2024-01-01 11:23:00,0,32,Thursday,Cloudy,6.440964,3.484094,Articulated
TRIP00470,LAG-301,Lekki,2024-01-01 08:31:00,2024-01-01 08:31:00,0,39,Monday,Sunny,6.523174,3.399886,Mini
TRIP00471,LAG-301,Ojuelegba,2024-01-02 01:22:00,2024-01-02 01:22:00,0,43,Friday,Foggy,6.528029,3.48926,Mini
TRIP00472,LAG-101,Berger,2024-01-01 19:07:00,2024-01-01 19:07:00,0,41,Thursday,Sunny,6.503289,3.374227,Articulated
TRIP00473,LAG-301,Ikeja,2024-01-02 00:31:00,2024-01-02 00:36:00,5,23,Friday,Rainy,6.528933,3.408869,Articulated
TRIP00474,LAG-202,Yaba,2024-01-01 09:44:00,2024-01-01 10:04:00,20,48,Wednesday,Foggy,6.536492,3.389416,Mini
TRIP00475,LAG-202,Yaba,2024-01-01 07:09:00,2024-01-01 07:09:00,0,33,Tuesday,Cloudy,6.473919,3.474605,Mini
TRIP00476,LAG-202,Berger,2024-01-01 21:31:00,2024-01-01 21:31:00,0,31,Sunday,Sunny,6.521593,3.349511,Mini
TRIP00477,LAG-201,Ikeja,2024-01-02 02:20:00,2024-01-02 02:30:00,10,35,Thursday,Rainy,6.553871,3.422401,Mini
TRIP00478,LAG-101,Yaba,2024-01-01 15:23:00,2024-01-01 15:23:00,0,42,Monday,Cloudy,6.510203,3.412398,Mini
TRIP00479,LAG-301,Lekki,2024-01-01 16:14:00,2024-01-01 16:14:00,0,33,Thursday,Foggy,6.502059,3.440665,Mini
TRIP00480,LAG-301,Yaba,2024-01-01 15:15:00,2024-01-01 15:15:00,0,70,Wednesday,Rainy,6.440898,3.417125,Mini
TRIP00481,LAG-201,Yaba,2024-01-01 18:35:00,2024-01-01 18:45:00,10,30,Wednesday,Foggy,6.567599,3.364232,Articulated
TRIP00482,LAG-202,Ikeja,2024-01-01 16:07:00,2024-01-01 16:07:00,0,39,Thursday,Foggy,6.458824,3.386137,Mini
TRIP00483,LAG-201,Ojuelegba,2024-01-02 00:14:00,2024-01-02 00:19:00,5,18,Tuesday,Rainy,6.58362,3.479529,Articulated
TRIP00484,LAG-301,CMS,2024-01-01 20:45:00,2024-01-01 20:55:00,10,41,Saturday,Rainy,6.471789,3.406711,Mini
TRIP00485,LAG-201,Ojuelegba,2024-01-01 18:57:00,2024-01-01 19:17:00,20,39,Saturday,Cloudy,6.589114,3.421579,Standard
TRIP00486,LAG-201,Ikeja,2024-01-01 13:37:00,2024-01-01 13:37:00,0,28,Saturday,Rainy,6.448458,3.441653,Articulated
TRIP00487,LAG-202,Lekki,2024-01-01 07:31:00,2024-01-01 07:41:00,10,59,Thursday,Cloudy,6.598783,3.36464,Articulated
TRIP00488,LAG-202,Lekki,2024-01-01 23:33:00,2024-01-01 23:33:00,0,31,Monday,Foggy,6.480249,3.464785,Articulated
TRIP00489,LAG-301,Ojuelegba,2024-01-01 08:43:00,2024-01-01 08:43:00,0,57,Sunday,Rainy,6.499295,3.485565,Articulated
TRIP00490,LAG-201,Yaba,2024-01-02 03:05:00,2024-01-02 03:05:00,0,48,Friday,Sunny,6.457642,3.448303,Articulated
TRIP00491,LAG-202,VI,2024-01-01 19:41:00,2024-01-01 19:46:00,5,52,Monday,Sunny,6.588575,3.377074,Standard
TRIP00492,LAG-201,Ikeja,2024-01-01 22:25:00,2024-01-01 22:45:00,20,33,Saturday,Rainy,6.454625,3.364343,Mini
TRIP00493,LAG-201,Lekki,2024-01-01 20:48:00,2024-01-01 20:48:00,0,44,Sunday,Rainy,6.456618,3.404855,Mini
TRIP00494,LAG-101,Ajah,2024-01-01 08:34:00,2024-01-01 08:36:00,2,51,Wednesday,Cloudy,6.444606,3.480011,Standard
TRIP00495,LAG-101,Yaba,2024-01-01 16:53:00,2024-01-01 17:03:00,10,47,Wednesday,Foggy,6.503108,3.497299,Mini
TRIP00496,LAG-102,Ajah,2024-01-01 16:53:00,2024-01-01 16:55:00,2,40,Thursday,Sunny,6.541067,3.358212,Mini
TRIP00497,LAG-202,VI,2024-01-01 07:17:00,2024-01-01 07:27:00,10,22,Wednesday,Sunny,6.432206,3.425158,Articulated
TRIP00498,LAG-101,CMS,2024-01-01 16:42:00,2024-01-01 16:42:00,0,36,Saturday,Sunny,6.555887,3.481344,Articulated
TRIP00499,LAG-102,Ikeja,2024-01-01 22:36:00,2024-01-01 22:36:00,0,27,Tuesday,Rainy,6.580181,3.469241,Mini
TRIP00500,LAG-301,Lekki,2024-01-01 20:46:00,2024-01-01 20:46:00,0,48,Tuesday,Cloudy,6.554292,3.38344,Articulated
TRIP00501,LAG-102,Yaba,2024-01-02 02:51:00,2024-01-02 02:51:00,0,37,Saturday,Cloudy,6.492615,3.414016,Mini
TRIP00502,LAG-101,Ikeja,2024-01-01 20:20:00,2024-01-01 20:30:00,10,59,Friday,Cloudy,6.488661,3.359539,Mini
TRIP00503,LAG-101,Ikeja,2024-01-01 12:01:00,2024-01-01 12:06:00,5,31,Wednesday,Sunny,6.49089,3.40656,Articulated
TRIP00504,LAG-101,Yaba,2024-01-01 17:29:00,2024-01-01 17:34:00,5,33,Wednesday,Rainy,6.543951,3.435558,Mini
TRIP00505,LAG-101,Berger,2024-01-02 03:53:00,2024-01-02 03:53:00,0,38,Sunday,Cloudy,6.601343,3.437804,Articulated
TRIP00506,LAG-201,Lekki,2024-01-02 01:51:00,2024-01-02 01:51:00,0,58,Thursday,Sunny,6.548331,3.385268,Mini
TRIP00507,LAG-201,Ajah,2024-01-02 02:04:00,2024-01-02 02:06:00,2,33,Tuesday,Foggy,6.576482,3.377477,Articulated
TRIP00508,LAG-301,Ojuelegba,2024-01-02 03:56:00,2024-01-02 03:58:00,2,47,Tuesday,Foggy,6.551476,3.417151,Standard
TRIP00509,LAG-102,Berger,2024-01-01 08:59:00,2024-01-01 08:59:00,0,55,Tuesday,Foggy,6.594203,3.478105,Articulated
TRIP00510,LAG-102,Lekki,2024-01-01 19:16:00,2024-01-01 19:21:00,5,20,Friday,Rainy,6.567978,3.443047,Articulated
TRIP00511,LAG-202,Lekki,2024-01-01 11:20:00,2024-01-01 11:20:00,0,44,Thursday,Rainy,6.528077,3.348868,Articulated
TRIP00512,LAG-102,Ajah,2024-01-01 14:51:00,2024-01-01 14:51:00,0,49,Tuesday,Rainy,6.510563,3.476976,Mini
TRIP00513,LAG-202,CMS,2024-01-01 17:15:00,2024-01-01 17:15:00,0,43,Monday,Cloudy,6.449376,3.401833,Standard
TRIP00514,LAG-102,Lekki,2024-01-02 00:10:00,2024-01-02 00:10:00,0,39,Friday,Cloudy,6.559483,3.486073,Mini
TRIP00515,LAG-202,Lekki,2024-01-01 20:09:00,2024-01-01 20:09:00,0,33,Thursday,Rainy,6.589385,3.458174,Standard
TRIP00516,LAG-301,CMS,2024-01-01 12:31:00,2024-01-01 12:41:00,10,51,Wednesday,Sunny,6.433151,3.493678,Mini
TRIP00517,LAG-102,Berger,2024-01-01 10:44:00,2024-01-01 10:49:00,5,53,Sunday,Cloudy,6.479266,3.478368,Articulated
TRIP00518,LAG-202,Ojuelegba,2024-01-02 00:32:00,2024-01-02 00:32:00,0,32,Monday,Foggy,6.553145,3.421919,Articulated
TRIP00519,LAG-201,CMS,2024-01-01 20:03:00,2024-01-01 20:03:00,0,11,Friday,Rainy,6.534713,3.38053,Mini
TRIP00520,LAG-101,Ikeja,2024-01-01 15:09:00,2024-01-01 15:09:00,0,35,Sunday,Sunny,6.560059,3.338184,Mini
TRIP00521,LAG-201,VI,2024-01-01 07:58:00,2024-01-01 08:13:00,15,46,Thursday,Sunny,6.533814,3.481691,Standard
TRIP00522,LAG-102,VI,2024-01-02 01:49:00,2024-01-02 01:49:00,0,53,Saturday,Cloudy,6.44382,3.370717,Standard
TRIP00523,LAG-301,Yaba,2024-01-01 12:03:00,2024-01-01 12:08:00,5,41,Sunday,Rainy,6.604202,3.475468,Standard
TRIP00524,LAG-301,VI,2024-01-01 23:10:00,2024-01-01 23:10:00,0,32,Wednesday,Rainy,6.441137,3.471333,Mini
TRIP00525,LAG-201,Berger,2024-01-02 00:32:00,2024-01-02 00:32:00,0,43,Wednesday,Sunny,6.575125,3.479426,Standard
TRIP00526,LAG-202,CMS,2024-01-01 14:27:00,2024-01-01 14:27:00,0,49,Sunday,Rainy,6.520553,3.403173,Articulated
TRIP00527,LAG-102,Ikeja,2024-01-01 09:59:00,2024-01-01 09:59:00,0,62,Saturday,Foggy,6.535337,3.481729,Standard
TRIP00528,LAG-202,Ajah,2024-01-01 09:51:00,2024-01-01 09:51:00,0,34,Friday,Foggy,6.536241,3.437322,Articulated
TRIP00529,LAG-202,Lekki,2024-01-01 20:25:00,2024-01-01 20:25:00,0,24,Monday,Sunny,6.519664,3.347718,Mini
TRIP00530,LAG-301,Berger,2024-01-02 04:42:00,2024-01-02 04:42:00,0,51,Wednesday,Cloudy,6.515342,3.440878,Mini
TRIP00531,LAG-201,CMS,2024-01-01 08:10:00,2024-01-01 08:30:00,20,62,Saturday,Cloudy,6.518597,3.437798,Articulated
TRIP00532,LAG-201,Ojuelegba,2024-01-01 23:14:00,2024-01-01 23:14:00,0,49,Thursday,Rainy,6.474519,3.391515,Mini
TRIP00533,LAG-102,Ajah,2024-01-01 14:09:00,2024-01-01 14:09:00,0,36,Wednesday,Foggy,6.464317,3.433833,Mini
TRIP00534,LAG-301,Yaba,2024-01-02 00:19:00,2024-01-02 00:19:00,0,8,Sunday,Cloudy,6.466224,3.417817,Mini
TRIP00535,LAG-101,CMS,2024-01-01 08:23:00,2024-01-01 08:23:00,0,56,Saturday,Cloudy,6.530109,3.417154,Standard
TRIP00536,LAG-101,Yaba,2024-01-01 20:03:00,2024-01-01 20:03:00,0,31,Thursday,Sunny,6.593057,3.397493,Mini
TRIP00537,LAG-102,Yaba,2024-01-02 03:11:00,2024-01-02 03:11:00,0,26,Wednesday,Rainy,6.490414,3.41626,Mini
TRIP00538,LAG-101,VI,2024-01-01 13:32:00,2024-01-01 13:42:00,10,44,Monday,Foggy,6.516371,3.449384,Articulated
TRIP00539,LAG-102,CMS,2024-01-01 18:31:00,2024-01-01 18:51:00,20,34,Saturday,Foggy,6.499051,3.401711,Articulated
TRIP00540,LAG-102,Lekki,2024-01-02 03:22:00,2024-01-02 03:22:00,0,30,Monday,Sunny,6.588832,3.451386,Standard
TRIP00541,LAG-102,Ajah,2024-01-01 07:39:00,2024-01-01 07:41:00,2,53,Tuesday,Rainy,6.597136,3.469604,Articulated
TRIP00542,LAG-202,CMS,2024-01-01 05:16:00,2024-01-01 05:16:00,0,31,Saturday,Foggy,6.54137,3.338693,Standard
TRIP00543,LAG-202,Yaba,2024-01-01 21:18:00,2024-01-01 21:18:00,0,42,Monday,Rainy,6.550153,3.349463,Mini
TRIP00544,LAG-101,Ojuelegba,2024-01-01 08:31:00,2024-01-01 08:31:00,0,30,Wednesday,Foggy,6.509841,3.392739,Mini
TRIP00545,LAG-102,Lekki,2024-01-01 09:32:00,2024-01-01 09:32:00,0,62,Saturday,Rainy,6.442426,3.343631,Standard
TRIP00546,LAG-301,CMS,2024-01-02 01:49:00,2024-01-02 01:49:00,0,32,Saturday,Rainy,6.594802,3.443657,Mini
TRIP00547,LAG-201,Ikeja,2024-01-02 02:26:00,2024-01-02 02:28:00,2,57,Saturday,Rainy,6.431773,3.438136,Mini
TRIP00548,LAG-301,Ajah,2024-01-01 12:24:00,2024-01-01 12:39:00,15,13,Monday,Sunny,6.5372,3.478529,Standard
TRIP00549,LAG-101,Lekki,2024-01-01 16:59:00,2024-01-01 17:04:00,5,40,Thursday,Foggy,6.454874,3.33199,Standard
TRIP00550,LAG-102,Berger,2024-01-02 03:00:00,2024-01-02 03:00:00,0,28,Monday,Rainy,6.481632,3.41262,Articulated
TRIP00551,LAG-301,Berger,2024-01-02 04:34:00,2024-01-02 04:34:00,0,10,Monday,Foggy,6.557605,3.44089,Standard
TRIP00552,LAG-301,Ikeja,2024-01-01 18:22:00,2024-01-01 18:32:00,10,50,Wednesday,Sunny,6.551186,3.403088,Standard
TRIP00553,LAG-202,Lekki,2024-01-01 08:50:00,2024-01-01 08:52:00,2,25,Tuesday,Cloudy,6.568072,3.405891,Articulated
TRIP00554,LAG-301,Ojuelegba,2024-01-01 23:01:00,2024-01-01 23:06:00,5,23,Monday,Foggy,6.573924,3.475786,Mini
TRIP00555,LAG-102,Lekki,2024-01-02 00:24:00,2024-01-02 00:39:00,15,12,Thursday,Foggy,6.531885,3.393099,Articulated
TRIP00556,LAG-102,Ajah,2024-01-01 07:29:00,2024-01-01 07:31:00,2,29,Monday,Sunny,6.553478,3.447029,Standard
TRIP00557,LAG-201,Ikeja,2024-01-01 06:21:00,2024-01-01 06:21:00,0,36,Monday,Cloudy,6.454954,3.481316,Articulated
TRIP00558,LAG-201,Lekki,2024-01-01 19:27:00,2024-01-01 19:27:00,0,21,Saturday,Cloudy,6.45703,3.334326,Standard
TRIP00559,LAG-301,Yaba,2024-01-01 14:28:00,2024-01-01 14:30:00,2,18,Monday,Foggy,6.44255,3.399637,Standard
TRIP00560,LAG-301,Ikeja,2024-01-01 10:18:00,2024-01-01 10:18:00,0,58,Friday,Foggy,6.548496,3.432982,Mini
TRIP00561,LAG-301,Ojuelegba,2024-01-01 15:35:00,2024-01-01 15:35:00,0,68,Saturday,Cloudy,6.454597,3.41255,Articulated
TRIP00562,LAG-102,CMS,2024-01-01 13:20:00,2024-01-01 13:20:00,0,33,Monday,Cloudy,6.518455,3.493883,Standard
TRIP00563,LAG-202,CMS,2024-01-01 15:33:00,2024-01-01 15:33:00,0,23,Saturday,Rainy,6.434087,3.458556,Standard
TRIP00564,LAG-101,Yaba,2024-01-02 04:56:00,2024-01-02 04:56:00,0,34,Monday,Rainy,6.480618,3.483014,Mini
TRIP00565,LAG-201,Berger,2024-01-01 10:41:00,2024-01-01 10:41:00,0,38,Wednesday,Rainy,6.585471,3.4325,Articulated
TRIP00566,LAG-201,Ojuelegba,2024-01-01 06:00:00,2024-01-01 06:10:00,10,43,Wednesday,Cloudy,6.602202,3.379029,Mini
TRIP00567,LAG-301,Ojuelegba,2024-01-01 13:58:00,2024-01-01 14:18:00,20,16,Saturday,Sunny,6.489568,3.422039,Mini
TRIP00568,LAG-202,VI,2024-01-01 06:53:00,2024-01-01 06:53:00,0,17,Thursday,Rainy,6.5269,3.42209,Mini
TRIP00569,LAG-102,Berger,2024-01-01 08:30:00,2024-01-01 08:35:00,5,36,Friday,Sunny,6.482908,3.374087,Standard
TRIP00570,LAG-301,CMS,2024-01-01 06:30:00,2024-01-01 06:30:00,0,58,Sunday,Sunny,6.440088,3.388216,Standard
TRIP00571,LAG-101,Ajah,2024-01-01 17:25:00,2024-01-01 17:25:00,0,40,Thursday,Rainy,6.490773,3.428679,Standard
TRIP00572,LAG-101,Lekki,2024-01-01 12:39:00,2024-01-01 12:39:00,0,47,Wednesday,Rainy,6.507708,3.43646,Mini
TRIP00573,LAG-201,Berger,2024-01-01 07:39:00,2024-01-01 07:39:00,0,44,Friday,Foggy,6.529641,3.435512,Standard
TRIP00574,LAG-301,CMS,2024-01-01 11:07:00,2024-01-01 11:07:00,0,53,Tuesday,Sunny,6.499149,3.336708,Mini
TRIP00575,LAG-101,Ajah,2024-01-01 14:38:00,2024-01-01 14:38:00,0,17,Sunday,Foggy,6.598705,3.484607,Mini
TRIP00576,LAG-101,Ajah,2024-01-01 05:16:00,2024-01-01 05:21:00,5,43,Wednesday,Rainy,6.523343,3.477895,Mini
TRIP00577,LAG-301,Berger,2024-01-02 02:15:00,2024-01-02 02:15:00,0,34,Tuesday,Cloudy,6.568987,3.37688,Mini
TRIP00578,LAG-301,Ajah,2024-01-01 11:40:00,2024-01-01 11:50:00,10,44,Saturday,Rainy,6.595207,3.355295,Standard
TRIP00579,LAG-101,Lekki,2024-01-01 05:48:00,2024-01-01 05:48:00,0,39,Tuesday,Foggy,6.581121,3.430084,Articulated
TRIP00580,LAG-101,VI,2024-01-01 05:02:00,2024-01-01 05:02:00,0,45,Sunday,Cloudy,6.480012,3.364548,Articulated
TRIP00581,LAG-201,Ojuelegba,2024-01-01 12:00:00,2024-01-01 12:05:00,5,43,Friday,Rainy,6.516157,3.428137,Mini
TRIP00582,LAG-202,CMS,2024-01-01 09:51:00,2024-01-01 10:01:00,10,3,Saturday,Foggy,6.601629,3.399289,Standard
TRIP00583,LAG-101,Ikeja,2024-01-01 22:44:00,2024-01-01 22:54:00,10,46,Thursday,Foggy,6.597308,3.364081,Mini
TRIP00584,LAG-101,Ojuelegba,2024-01-01 22:15:00,2024-01-01 22:15:00,0,62,Tuesday,Cloudy,6.579443,3.404655,Standard
TRIP00585,LAG-301,CMS,2024-01-01 19:50:00,2024-01-01 20:00:00,10,37,Saturday,Rainy,6.519326,3.436521,Standard
TRIP00586,LAG-201,Berger,2024-01-01 15:45:00,2024-01-01 16:00:00,15,55,Sunday,Cloudy,6.433345,3.411063,Articulated
TRIP00587,LAG-201,VI,2024-01-01 20:27:00,2024-01-01 20:29:00,2,54,Wednesday,Rainy,6.453526,3.380897,Standard
TRIP00588,LAG-102,Yaba,2024-01-02 00:57:00,2024-01-02 00:57:00,0,56,Monday,Rainy,6.570777,3.377389,Standard
TRIP00589,LAG-102,Ajah,2024-01-01 20:54:00,2024-01-01 20:54:00,0,31,Wednesday,Cloudy,6.432505,3.455438,Standard
TRIP00590,LAG-301,VI,2024-01-01 12:05:00,2024-01-01 12:15:00,10,52,Thursday,Foggy,6.559583,3.354285,Mini
TRIP00591,LAG-201,Ojuelegba,2024-01-01 08:05:00,2024-01-01 08:10:00,5,50,Tuesday,Foggy,6.56407,3.473807,Articulated
TRIP00592,LAG-301,CMS,2024-01-01 12:20:00,2024-01-01 12:22:00,2,57,Sunday,Foggy,6.445506,3.412897,Standard
TRIP00593,LAG-101,Ikeja,2024-01-01 17:08:00,2024-01-01 17:08:00,0,15,Thursday,Sunny,6.441552,3.389299,Articulated
TRIP00594,LAG-201,Berger,2024-01-01 10:56:00,2024-01-01 10:56:00,0,15,Monday,Cloudy,6.571441,3.491107,Mini
TRIP00595,LAG-301,Ikeja,2024-01-01 08:13:00,2024-01-01 08:13:00,0,40,Thursday,Sunny,6.482424,3.343067,Standard
TRIP00596,LAG-101,CMS,2024-01-01 07:06:00,2024-01-01 07:06:00,0,49,Sunday,Rainy,6.56904,3.450205,Standard
TRIP00597,LAG-102,Lekki,2024-01-01 17:42:00,2024-01-01 17:42:00,0,37,Saturday,Sunny,6.481676,3.369505,Articulated
TRIP00598,LAG-301,Berger,2024-01-01 07:33:00,2024-01-01 07:33:00,0,29,Monday,Sunny,6.570609,3.487969,Standard
TRIP00599,LAG-202,Yaba,2024-01-01 08:08:00,2024-01-01 08:08:00,0,35,Sunday,Foggy,6.513376,3.368425,Standard
TRIP00600,LAG-101,Ajah,2024-01-01 06:43:00,2024-01-01 06:45:00,2,49,Tuesday,Cloudy,6.601322,3.432594,Articulated
TRIP00601,LAG-202,Ajah,2024-01-01 06:00:00,2024-01-01 06:00:00,0,27,Thursday,Cloudy,6.585515,3.415524,Standard
TRIP00602,LAG-201,Ikeja,2024-01-01 11:23:00,2024-01-01 11:23:00,0,45,Wednesday,Foggy,6.532526,3.436213,Mini
TRIP00603,LAG-102,CMS,2024-01-02 01:57:00,2024-01-02 01:57:00,0,23,Friday,Rainy,6.554942,3.469831,Articulated
TRIP00604,LAG-201,Ajah,2024-01-01 19:03:00,2024-01-01 19:13:00,10,51,Friday,Cloudy,6.526688,3.418429,Standard
TRIP00605,LAG-101,Berger,2024-01-01 18:04:00,2024-01-01 18:04:00,0,28,Tuesday,Cloudy,6.516922,3.378327,Standard
TRIP00606,LAG-301,Ikeja,2024-01-02 02:31:00,2024-01-02 02:31:00,0,53,Sunday,Sunny,6.540173,3.339236,Mini
TRIP00607,LAG-201,Ajah,2024-01-01 23:35:00,2024-01-01 23:40:00,5,30,Sunday,Cloudy,6.47833,3.450186,Mini
TRIP00608,LAG-301,VI,2024-01-01 18:15:00,2024-01-01 18:15:00,0,40,Wednesday,Rainy,6.576884,3.330649,Standard
TRIP00609,LAG-201,Ikeja,2024-01-01 06:00:00,2024-01-01 06:00:00,0,27,Sunday,Foggy,6.447831,3.39124,Standard
TRIP00610,LAG-202,VI,2024-01-02 00:56:00,2024-01-02 00:56:00,0,56,Tuesday,Rainy,6.577475,3.383269,Standard
TRIP00611,LAG-102,Ikeja,2024-01-01 14:05:00,2024-01-01 14:10:00,5,37,Friday,Sunny,6.58924,3.394144,Standard
TRIP00612,LAG-301,Lekki,2024-01-01 17:06:00,2024-01-01 17:26:00,20,54,Sunday,Rainy,6.445626,3.446793,Standard
TRIP00613,LAG-102,VI,2024-01-02 04:48:00,2024-01-02 04:48:00,0,63,Wednesday,Sunny,6.553175,3.330742,Articulated
TRIP00614,LAG-201,Yaba,2024-01-02 00:13:00,2024-01-02 00:13:00,0,20,Tuesday,Cloudy,6.554783,3.443286,Articulated
TRIP00615,LAG-201,Yaba,2024-01-01 21:44:00,2024-01-01 22:04:00,20,24,Monday,Sunny,6.448439,3.46291,Standard
TRIP00616,LAG-102,Ikeja,2024-01-01 05:40:00,2024-01-01 05:42:00,2,55,Friday,Cloudy,6.438433,3.391209,Standard
TRIP00617,LAG-201,Ikeja,2024-01-01 09:27:00,2024-01-01 09:47:00,20,0,Wednesday,Rainy,6.510097,3.36551,Mini
TRIP00618,LAG-101,CMS,2024-01-01 10:02:00,2024-01-01 10:02:00,0,40,Friday,Rainy,6.494717,3.3389,Standard
TRIP00619,LAG-301,VI,2024-01-01 07:28:00,2024-01-01 07:33:00,5,58,Wednesday,Cloudy,6.578811,3.366039,Articulated
TRIP00620,LAG-101,VI,2024-01-01 15:18:00,2024-01-01 15:20:00,2,35,Wednesday,Rainy,6.512649,3.479627,Standard
TRIP00621,LAG-202,Ajah,2024-01-02 03:09:00,2024-01-02 03:09:00,0,54,Wednesday,Rainy,6.481678,3.353222,Articulated
TRIP00622,LAG-301,VI,2024-01-01 12:37:00,2024-01-01 12:39:00,2,64,Saturday,Rainy,6.559255,3.383657,Mini
TRIP00623,LAG-201,Berger,2024-01-01 09:20:00,2024-01-01 09:22:00,2,63,Tuesday,Sunny,6.464863,3.481337,Articulated
TRIP00624,LAG-301,Lekki,2024-01-02 00:22:00,2024-01-02 00:22:00,0,28,Monday,Rainy,6.494363,3.339876,Articulated
TRIP00625,LAG-201,Ikeja,2024-01-02 02:49:00,2024-01-02 02:49:00,0,13,Friday,Sunny,6.576209,3.332498,Mini
TRIP00626,LAG-102,VI,2024-01-01 07:39:00,2024-01-01 07:39:00,0,41,Tuesday,Foggy,6.489035,3.333286,Mini
TRIP00627,LAG-102,Ojuelegba,2024-01-02 03:52:00,2024-01-02 03:52:00,0,36,Saturday,Foggy,6.500751,3.420259,Mini
TRIP00628,LAG-101,Berger,2024-01-01 12:09:00,2024-01-01 12:09:00,0,0,Tuesday,Sunny,6.431737,3.408896,Mini
TRIP00629,LAG-201,Ojuelegba,2024-01-01 05:02:00,2024-01-01 05:22:00,20,70,Monday,Cloudy,6.484576,3.461579,Mini
TRIP00630,LAG-202,Yaba,2024-01-01 19:07:00,2024-01-01 19:12:00,5,43,Thursday,Cloudy,6.521227,3.495922,Mini
TRIP00631,LAG-301,Lekki,2024-01-01 08:27:00,2024-01-01 08:27:00,0,36,Sunday,Cloudy,6.476477,3.332984,Articulated
TRIP00632,LAG-102,Yaba,2024-01-01 20:24:00,2024-01-01 20:24:00,0,42,Monday,Sunny,6.5653,3.418053,Mini
TRIP00633,LAG-101,VI,2024-01-01 13:54:00,2024-01-01 13:54:00,0,54,Monday,Sunny,6.600484,3.474,Mini
TRIP00634,LAG-102,Lekki,2024-01-01 10:29:00,2024-01-01 10:29:00,0,19,Saturday,Sunny,6.587248,3.463144,Articulated
TRIP00635,LAG-101,VI,2024-01-02 01:16:00,2024-01-02 01:21:00,5,5,Friday,Cloudy,6.48301,3.341168,Articulated
TRIP00636,LAG-101,Lekki,2024-01-02 03:18:00,2024-01-02 03:18:00,0,25,Tuesday,Cloudy,6.473156,3.412293,Standard
TRIP00637,LAG-101,Ojuelegba,2024-01-01 16:18:00,2024-01-01 16:23:00,5,29,Tuesday,Rainy,6.597613,3.490263,Mini
TRIP00638,LAG-301,Berger,2024-01-02 03:32:00,2024-01-02 03:37:00,5,39,Wednesday,Foggy,6.603482,3.422562,Standard
TRIP00639,LAG-101,CMS,2024-01-01 18:24:00,2024-01-01 18:44:00,20,36,Friday,Cloudy,6.469442,3.363292,Standard
TRIP00640,LAG-101,VI,2024-01-01 05:07:00,2024-01-01 05:07:00,0,30,Thursday,Sunny,6.538922,3.462825,Mini
TRIP00641,LAG-301,Ajah,2024-01-01 11:48:00,2024-01-01 11:48:00,0,44,Monday,Sunny,6.541292,3.395988,Standard
TRIP00642,LAG-102,Berger,2024-01-01 07:47:00,2024-01-01 07:49:00,2,34,Thursday,Sunny,6.475483,3.388683,Mini
TRIP00643,LAG-202,Ajah,2024-01-01 21:41:00,2024-01-01 21:56:00,15,36,Saturday,Foggy,6.585775,3.450313,Standard
